cliente_id,segmento,canal_principal,ciudad,categoria_favorita,fecha_primera_compra,fecha_ultima_compra,recencia_dias,frecuencia,valor_total_cop,ticket_promedio,duracion_relacion_dias,compras_ultimo_trim,compras_ultimo_anio,variacion_frecuencia,max_gap_entre_compras,tiene_descuentos,n_categorias_compradas,usa_app,nps_score,churn
CLI01584,Regular,App móvil,Bucaramanga,Calzado,2023-04-07,2025-01-20,40,12,2396305,199692,655,2,5,0.5496,126,1,4,0,8,0
CLI01585,Online,Teléfono,Medellín,Hogar,2023-01-28,2024-06-14,260,9,1514039,168226,504,0,4,0.5357,205,1,3,0,4,1
CLI01586,Regular,E-commerce,Barranquilla,Ropa,2023-01-12,2024-01-29,397,11,2054136,186739,383,0,0,0.8616,131,1,4,0,6,1
CLI01587,Ocasional,App móvil,Cúcuta,Tecnología,2023-08-26,2025-02-25,4,6,699355,116559,550,1,4,0.3273,212,1,4,1,9,0
CLI01588,Regular,E-commerce,Montería,Ropa,2023-12-09,2024-12-21,70,5,606763,121352,379,1,3,0.3958,252,1,2,1,10,0
CLI01589,Regular,App móvil,Bucaramanga,Hogar,2023-02-01,2024-12-29,62,7,1089246,155606,698,1,2,0.3009,270,1,2,1,10,0
CLI01590,Ocasional,E-commerce,Cúcuta,Calzado,2025-02-03,2025-02-03,26,1,111568,111568,1,1,1,1.0,26,1,1,1,10,0
CLI01591,Ocasional,App móvil,Cartagena,Tecnología,2023-03-14,2025-01-04,56,4,330472,82618,663,1,1,0.181,573,0,1,1,5,0
CLI01592,Online,E-commerce,Bogotá,Belleza,2023-01-18,2024-03-09,357,15,2616835,174455,417,0,2,1.0791,123,1,2,0,6,1
CLI01593,Regular,E-commerce,Pereira,Belleza,2023-04-13,2024-05-12,293,10,1634108,163410,396,0,3,0.7576,156,1,4,1,7,1
CLI01594,Premium,Teléfono,Pereira,Tecnología,2023-06-19,2024-10-23,129,17,5813111,341947,493,0,10,1.0345,96,0,4,0,6,1
CLI01595,Ocasional,Teléfono,Cartagena,Libros,2023-03-11,2024-12-16,75,5,421351,84270,647,1,1,0.2318,373,1,4,1,3,0
CLI01596,Ocasional,App móvil,Bogotá,Tecnología,2023-03-12,2024-02-13,382,5,411274,82254,339,0,0,0.4425,169,0,3,1,9,1
CLI01597,Regular,E-commerce,Ibagué,Belleza,2023-03-29,2024-04-24,311,11,2022040,183821,393,0,3,0.8397,109,1,1,1,3,1
CLI01598,Premium,Tienda física,Cúcuta,Tecnología,2023-02-19,2024-12-05,86,19,6971019,366895,656,1,11,0.8689,96,1,3,0,9,0
CLI01599,Premium,App móvil,Bucaramanga,Ropa,2023-04-01,2024-12-05,86,25,8541230,341649,615,1,8,1.2195,93,0,4,0,8,0
CLI01600,Online,Teléfono,Cali,Libros,2023-11-07,2024-06-16,258,5,595649,119129,223,0,2,0.6726,70,0,4,1,7,1
CLI01601,Regular,Tienda física,Bogotá,Libros,2023-02-04,2025-02-10,19,12,1875748,156312,738,1,6,0.4878,170,1,2,1,8,0
CLI01602,Regular,E-commerce,Pereira,Tecnología,2023-01-20,2025-02-22,7,14,2684302,191735,765,2,9,0.549,186,1,2,0,10,0
CLI01603,Regular,E-commerce,Bogotá,Tecnología,2023-04-04,2025-02-03,26,6,1155309,192551,672,1,3,0.2679,241,0,1,0,9,0
CLI01604,Regular,E-commerce,Cúcuta,Belleza,2023-04-24,2024-12-23,68,12,2545392,212116,610,1,5,0.5902,137,0,2,1,10,0
CLI01605,Premium,E-commerce,Pereira,Hogar,2023-01-08,2025-02-20,9,13,4149666,319205,775,2,6,0.5032,213,1,2,0,8,0
CLI01606,Regular,Tienda física,Cartagena,Libros,2023-01-13,2024-02-20,375,11,2025999,184181,404,0,0,0.8168,148,0,3,0,8,1
CLI01607,Premium,E-commerce,Ibagué,Hogar,2023-01-23,2025-01-27,33,18,5837757,324319,736,3,8,0.7337,127,0,3,0,4,0
CLI01608,Corporativo,App móvil,Bogotá,Tecnología,2023-01-10,2024-12-16,75,33,27254278,825887,707,1,9,1.4003,100,0,4,0,10,0
CLI01609,Regular,Tienda física,Ibagué,Belleza,2023-01-13,2024-04-01,334,10,1616692,161669,445,0,3,0.6742,223,0,4,0,1,1
CLI01610,Ocasional,Tienda física,Pereira,Calzado,2023-03-22,2024-02-17,378,5,434477,86895,333,0,0,0.4505,137,1,2,0,5,1
CLI01611,Online,Tienda física,Cúcuta,Libros,2023-01-10,2024-05-23,282,14,2004774,143198,500,0,2,0.84,148,1,3,0,5,1
CLI01612,Ocasional,Tienda física,Pereira,Tecnología,2023-01-23,2025-01-19,41,4,418286,104571,728,1,3,0.1648,430,0,4,1,9,0
CLI01613,Regular,Teléfono,Medellín,Belleza,2023-06-11,2025-02-04,25,9,1727260,191917,605,1,3,0.4463,217,1,3,0,2,0
CLI01614,Regular,Teléfono,Cúcuta,Libros,2023-02-23,2024-12-07,84,10,2169942,216994,654,1,6,0.4587,239,0,3,0,10,0
CLI01615,Regular,Teléfono,Bogotá,Hogar,2023-02-20,2024-12-10,81,15,2421505,161433,660,1,10,0.6818,255,1,1,1,9,0
CLI01616,Ocasional,E-commerce,Bucaramanga,Deportes,2024-05-28,2025-01-15,45,4,269388,67347,233,1,4,0.515,165,1,1,0,1,0
CLI01617,Online,App móvil,Ibagué,Hogar,2023-02-11,2025-02-07,22,14,2042941,145924,728,3,8,0.5769,144,1,4,0,9,0
CLI01618,Ocasional,Teléfono,Ibagué,Calzado,2023-02-09,2025-01-23,37,9,859535,95503,715,1,4,0.3776,189,0,4,1,9,0
CLI01619,Ocasional,E-commerce,Cartagena,Belleza,2023-01-21,2023-06-21,619,2,108413,54206,152,0,0,0.3947,151,1,2,1,3,1
CLI01620,Ocasional,Teléfono,Cartagena,Libros,2023-08-17,2024-01-16,410,3,206562,68854,153,0,0,0.5882,102,1,3,0,3,1
CLI01621,Regular,E-commerce,Bucaramanga,Libros,2023-01-06,2025-02-03,26,9,1427852,158650,760,1,2,0.3553,303,1,4,0,10,0
CLI01622,Premium,E-commerce,Cali,Libros,2023-02-15,2024-12-24,67,14,4566583,326184,679,1,5,0.6186,127,0,4,0,9,0
CLI01623,Ocasional,App móvil,Bogotá,Libros,2023-02-11,2024-07-11,233,7,513294,73327,517,0,1,0.4062,217,0,3,1,1,1
CLI01624,Online,E-commerce,Ibagué,Tecnología,2023-02-05,2025-02-24,5,14,1842261,131590,751,2,8,0.5593,140,0,4,1,9,0
CLI01625,Regular,Tienda física,Medellín,Hogar,2023-03-11,2025-02-10,19,10,1788941,178894,703,1,4,0.4267,251,1,3,1,2,0
CLI01626,Ocasional,Tienda física,Montería,Calzado,2023-03-02,2025-02-12,17,2,186031,93015,714,1,1,0.084,713,1,1,0,4,0
CLI01627,Regular,E-commerce,Barranquilla,Libros,2023-03-02,2025-02-02,27,10,1621034,162103,704,1,4,0.4261,142,1,3,1,10,0
CLI01628,Regular,Teléfono,Cartagena,Ropa,2023-03-02,2024-09-12,170,8,1764481,220560,561,0,4,0.4278,228,0,3,1,4,1
CLI01629,Premium,Tienda física,Ibagué,Ropa,2023-01-11,2024-12-04,87,23,8040380,349581,694,1,8,0.9942,80,1,1,0,10,0
CLI01630,Regular,Teléfono,Bogotá,Libros,2023-02-16,2025-01-21,39,6,1267906,211317,706,1,2,0.255,334,1,4,1,10,0
CLI01631,Ocasional,Teléfono,Montería,Hogar,2023-09-28,2025-01-06,54,3,216802,72267,467,1,2,0.1927,253,1,1,0,9,0
CLI01632,Regular,App móvil,Cúcuta,Tecnología,2023-07-23,2024-12-30,61,10,1907091,190709,527,1,5,0.5693,120,1,4,1,1,0
CLI01633,Ocasional,Teléfono,Ibagué,Ropa,2024-12-11,2024-12-11,80,1,71403,71403,1,1,1,1.0,80,1,1,1,10,0
CLI01634,Corporativo,Teléfono,Pereira,Ropa,2023-01-22,2025-01-29,31,19,14869704,782616,739,1,6,0.7713,172,0,1,0,10,0
CLI01635,Online,App móvil,Ibagué,Libros,2023-03-31,2025-02-01,28,16,2504657,156541,674,2,9,0.7122,162,1,3,1,10,0
CLI01636,Regular,App móvil,Cali,Hogar,2023-02-02,2025-02-10,19,6,1209244,201540,740,1,4,0.2432,314,1,3,1,8,0
CLI01637,Regular,App móvil,Barranquilla,Tecnología,2023-01-08,2024-01-14,412,10,2137555,213755,372,0,0,0.8065,133,1,2,0,3,1
CLI01638,Regular,E-commerce,Ibagué,Hogar,2023-01-10,2024-12-12,79,5,1051757,210351,703,1,3,0.2134,321,1,1,1,8,0
CLI01639,Online,Tienda física,Bogotá,Belleza,2023-01-02,2024-01-05,421,17,2255554,132679,369,0,0,1.3821,64,1,2,0,2,1
CLI01640,Online,Teléfono,Medellín,Libros,2023-03-24,2025-02-16,13,12,1640933,136744,696,1,4,0.5172,223,1,2,0,9,0
CLI01641,Regular,App móvil,Cartagena,Tecnología,2023-01-10,2024-03-27,339,17,3676873,216286,443,0,1,1.1512,78,1,2,1,7,1
CLI01642,Corporativo,E-commerce,Montería,Hogar,2023-01-06,2025-01-11,49,27,18656098,690966,737,2,10,1.0991,118,0,4,0,7,0
CLI01643,Regular,Tienda física,Cartagena,Tecnología,2023-04-14,2024-09-12,170,15,2992951,199530,518,0,7,0.8687,185,1,3,1,2,1
CLI01644,Ocasional,E-commerce,Cali,Tecnología,2023-06-22,2024-06-24,250,7,694595,99227,369,0,2,0.5691,130,0,2,0,1,1
CLI01645,Premium,Tienda física,Pereira,Ropa,2023-01-12,2024-12-04,87,12,3651478,304289,693,1,4,0.5195,153,0,1,0,8,0
CLI01646,Ocasional,Teléfono,Pereira,Ropa,2023-03-29,2025-01-20,40,2,119682,59841,664,1,1,0.0904,663,1,1,1,4,0
CLI01647,Regular,App móvil,Medellín,Ropa,2023-04-01,2025-02-16,13,15,2330969,155397,688,3,6,0.6541,131,1,1,0,4,0
CLI01648,Corporativo,Tienda física,Barranquilla,Hogar,2023-01-05,2025-02-14,15,25,19846299,793851,772,1,8,0.9715,117,1,1,0,9,0
CLI01649,Corporativo,E-commerce,Pereira,Tecnología,2023-05-08,2024-12-26,65,18,14677172,815398,599,1,6,0.9015,116,1,4,0,10,0
CLI01650,Ocasional,E-commerce,Barranquilla,Belleza,2023-02-08,2025-02-23,6,2,118084,59042,747,1,1,0.0803,746,0,2,0,10,0
CLI01651,Premium,Tienda física,Montería,Ropa,2023-01-08,2025-01-21,39,16,5470396,341899,745,1,8,0.6443,190,0,1,1,7,0
CLI01652,Regular,App móvil,Bucaramanga,Deportes,2023-01-07,2025-01-30,30,13,2532791,194830,755,1,5,0.5166,139,0,4,0,10,0
CLI01653,Regular,Teléfono,Ibagué,Belleza,2023-08-04,2025-02-26,3,10,1750592,175059,573,2,6,0.5236,193,1,2,0,4,0
CLI01654,Regular,Tienda física,Bucaramanga,Belleza,2023-01-23,2025-01-15,45,19,3427023,180369,724,1,10,0.7873,102,0,2,0,4,0
CLI01655,Premium,Tienda física,Pereira,Calzado,2023-03-16,2024-04-04,331,18,5983649,332424,386,0,2,1.399,62,0,3,0,4,1
CLI01656,Online,E-commerce,Medellín,Hogar,2023-04-25,2025-01-23,37,8,1002349,125293,640,1,3,0.375,165,1,3,0,8,0
CLI01657,Ocasional,Tienda física,Cúcuta,Deportes,2023-04-13,2023-06-15,625,2,189859,94929,64,0,0,0.9375,63,1,1,0,8,1
CLI01658,Regular,E-commerce,Cartagena,Hogar,2023-10-12,2025-02-27,2,3,495915,165305,505,1,1,0.1782,443,0,1,0,6,0
CLI01659,Regular,App móvil,Ibagué,Hogar,2023-02-12,2024-07-01,243,10,1983155,198315,506,0,3,0.5929,178,1,1,1,8,1
CLI01660,Regular,Teléfono,Cúcuta,Ropa,2023-02-05,2025-02-01,28,8,1484356,185544,728,1,1,0.3297,538,0,1,0,9,0
CLI01661,Ocasional,E-commerce,Medellín,Hogar,2023-07-03,2024-09-08,174,6,655636,109272,434,0,2,0.4147,163,1,2,1,2,1
CLI01662,Regular,App móvil,Ibagué,Libros,2023-05-12,2025-01-29,31,9,1830073,203341,629,2,4,0.4293,196,1,4,0,9,0
CLI01663,Online,Tienda física,Cali,Hogar,2023-02-11,2025-01-22,38,12,2003784,166982,712,1,2,0.5056,240,0,2,0,5,0
CLI01664,Regular,Tienda física,Montería,Libros,2023-02-01,2025-01-18,42,9,1796641,199626,718,1,4,0.376,166,1,4,0,10,0
CLI01665,Online,App móvil,Cartagena,Calzado,2023-02-23,2025-02-15,14,13,2006842,154372,724,1,5,0.5387,166,1,2,0,9,0
CLI01666,Corporativo,App móvil,Ibagué,Deportes,2023-02-07,2025-01-19,41,23,17208202,748182,713,2,9,0.9677,126,1,3,0,2,0
CLI01667,Regular,Tienda física,Medellín,Ropa,2023-02-15,2024-12-12,79,13,2680405,206185,667,1,4,0.5847,144,1,4,1,8,0
CLI01668,Online,Tienda física,Cali,Calzado,2023-01-15,2024-07-17,227,7,1198645,171235,550,0,3,0.3818,189,1,2,0,7,1
CLI01669,Premium,App móvil,Bogotá,Tecnología,2023-01-05,2025-01-25,35,15,4212874,280858,752,1,7,0.5984,101,0,1,0,7,0
CLI01670,Corporativo,Tienda física,Cúcuta,Hogar,2023-02-07,2025-01-25,35,22,18308694,832213,719,2,11,0.9179,117,0,3,1,7,0
CLI01671,Regular,Tienda física,Barranquilla,Hogar,2023-03-18,2024-12-12,79,8,1585061,198132,636,1,2,0.3774,197,1,3,0,5,0
CLI01672,Online,Teléfono,Cartagena,Deportes,2023-02-18,2025-01-18,42,15,1982504,132166,701,1,7,0.6419,126,1,2,1,10,0
CLI01673,Online,Teléfono,Medellín,Deportes,2023-03-28,2024-02-11,384,10,1554340,155434,321,0,0,0.9346,116,1,1,0,5,1
CLI01674,Corporativo,E-commerce,Montería,Belleza,2023-01-04,2025-02-04,25,23,19124237,831488,763,2,12,0.9043,113,1,2,0,7,0
CLI01675,Corporativo,E-commerce,Cúcuta,Calzado,2023-04-05,2024-12-30,61,19,16367621,861453,636,1,8,0.8962,104,1,4,1,7,0
CLI01676,Regular,App móvil,Ibagué,Calzado,2023-01-11,2025-02-26,3,7,1089570,155652,778,1,2,0.2699,355,0,4,0,10,0
CLI01677,Premium,E-commerce,Bogotá,Tecnología,2023-05-20,2025-01-28,32,19,6985054,367634,620,1,7,0.9194,98,0,3,1,9,0
CLI01678,Regular,Teléfono,Cúcuta,Hogar,2023-02-19,2025-01-01,59,7,1452415,207487,683,1,3,0.3075,281,1,3,0,8,0
CLI01679,Regular,Teléfono,Medellín,Tecnología,2023-03-01,2025-02-15,14,10,1623799,162379,718,2,4,0.4178,180,1,2,0,7,0
CLI01680,Ocasional,Teléfono,Cartagena,Hogar,2023-09-29,2024-02-24,371,3,397597,132532,149,0,0,0.604,120,1,2,1,3,1
CLI01681,Regular,Tienda física,Bucaramanga,Hogar,2023-02-21,2024-02-18,377,5,924211,184842,363,0,0,0.4132,206,0,3,0,6,1
CLI01682,Online,App móvil,Cartagena,Libros,2023-01-20,2024-08-12,201,9,1323846,147094,571,0,1,0.4729,190,0,3,0,4,1
CLI01683,Ocasional,Tienda física,Cali,Libros,2023-08-09,2024-12-17,74,4,403069,100767,497,1,1,0.2414,318,0,3,0,10,0
CLI01684,Corporativo,Teléfono,Barranquilla,Deportes,2023-01-13,2025-01-04,56,27,24734895,916107,723,1,11,1.1203,70,0,2,0,8,0
CLI01685,Regular,Tienda física,Cali,Hogar,2023-02-01,2024-12-19,72,11,1597587,145235,688,1,6,0.4797,163,1,4,0,4,0
CLI01686,Online,Teléfono,Bogotá,Ropa,2023-02-28,2024-08-16,197,10,1612838,161283,536,0,2,0.5597,151,1,4,1,9,1
CLI01687,Online,App móvil,Bucaramanga,Deportes,2023-02-09,2025-01-05,55,8,1010874,126359,697,1,4,0.3443,298,0,4,0,9,0
CLI01688,Regular,Teléfono,Bogotá,Hogar,2023-03-07,2025-01-30,30,12,2451789,204315,696,1,6,0.5172,152,0,1,0,7,0
CLI01689,Ocasional,Teléfono,Cali,Belleza,2023-02-16,2023-02-16,744,2,193662,96831,1,0,0,2.0,0,1,1,1,9,1
CLI01690,Corporativo,App móvil,Cali,Deportes,2023-01-06,2024-03-28,338,28,23694509,846232,448,0,1,1.875,101,1,2,1,4,1
CLI01691,Regular,App móvil,Cali,Tecnología,2023-01-02,2024-06-30,244,10,1801174,180117,546,0,2,0.5495,217,0,4,1,3,1
CLI01692,Regular,Tienda física,Medellín,Calzado,2023-05-20,2025-01-20,40,5,935520,187104,612,1,2,0.2451,305,0,2,0,6,0
CLI01693,Regular,Tienda física,Bucaramanga,Calzado,2023-02-02,2024-01-19,407,7,1389289,198469,352,0,0,0.5966,150,1,2,1,3,1
CLI01694,Regular,E-commerce,Cartagena,Ropa,2023-03-26,2025-01-26,34,8,1340100,167512,673,1,1,0.3566,341,0,2,0,8,0
CLI01695,Regular,App móvil,Pereira,Tecnología,2023-01-06,2025-02-24,5,6,1238919,206486,781,2,2,0.2305,609,0,1,1,9,0
CLI01696,Premium,App móvil,Cúcuta,Ropa,2023-02-15,2025-01-20,40,18,6735165,374175,706,1,6,0.7649,217,0,4,0,7,0
CLI01697,Premium,App móvil,Pereira,Belleza,2023-02-21,2025-01-05,55,15,5499648,366643,685,1,3,0.6569,218,1,4,0,10,0
CLI01698,Regular,E-commerce,Cartagena,Hogar,2023-02-21,2024-05-11,294,9,2105607,233956,446,0,2,0.6054,115,1,3,1,6,1
CLI01699,Online,Tienda física,Cartagena,Calzado,2023-03-20,2024-10-25,127,11,1705236,155021,586,0,6,0.5631,165,0,2,0,4,1
CLI01700,Ocasional,Teléfono,Bucaramanga,Tecnología,2023-09-16,2024-07-19,225,7,642358,91765,308,0,4,0.6818,131,1,3,0,3,1
CLI01701,Online,Teléfono,Montería,Libros,2023-04-26,2024-12-20,71,8,938265,117283,605,1,4,0.3967,171,1,2,1,7,0
CLI01702,Regular,Teléfono,Bucaramanga,Calzado,2023-01-17,2024-07-03,241,11,1991669,181060,534,0,3,0.618,127,0,4,0,1,1
CLI01703,Regular,App móvil,Barranquilla,Calzado,2023-03-30,2025-02-17,12,9,1666515,185168,691,2,5,0.3907,173,0,4,0,9,0
CLI01704,Regular,Tienda física,Ibagué,Deportes,2023-01-08,2024-06-23,251,16,3123406,195212,533,0,3,0.9006,127,1,1,0,10,1
CLI01705,Regular,E-commerce,Montería,Deportes,2023-03-26,2024-12-20,71,14,2840413,202886,636,1,5,0.6604,118,0,1,0,9,0
CLI01706,Premium,App móvil,Cali,Tecnología,2023-02-28,2024-09-15,167,11,3628527,329866,566,0,6,0.583,151,0,3,0,7,1
CLI01707,Ocasional,Tienda física,Cúcuta,Calzado,2024-02-05,2024-06-08,266,3,240153,80051,125,0,2,0.72,73,1,1,1,10,1
CLI01708,Regular,App móvil,Cartagena,Ropa,2023-01-12,2025-01-22,38,8,1573173,196646,742,1,4,0.3235,245,0,1,1,2,0
CLI01709,Ocasional,Tienda física,Medellín,Tecnología,2023-11-19,2025-02-21,8,5,455892,91178,461,1,3,0.3254,303,0,4,1,9,0
CLI01710,Ocasional,Teléfono,Barranquilla,Belleza,2023-08-27,2024-12-06,85,4,370289,92572,468,1,1,0.2564,327,0,3,0,7,0
CLI01711,Regular,App móvil,Cali,Tecnología,2023-04-01,2024-12-19,72,9,1270920,141213,629,1,4,0.4293,189,1,1,0,10,0
CLI01712,Premium,E-commerce,Cali,Belleza,2023-01-06,2025-02-15,14,17,5381504,316559,772,3,5,0.6606,282,1,1,1,5,0
CLI01713,Corporativo,Teléfono,Ibagué,Libros,2023-01-23,2024-12-26,65,21,18484835,880230,704,1,8,0.8949,100,0,1,0,1,0
CLI01714,Regular,E-commerce,Cali,Ropa,2023-02-10,2024-12-18,73,14,3198730,228480,678,1,5,0.6195,132,1,4,0,7,0
CLI01715,Premium,Tienda física,Cali,Belleza,2023-01-13,2025-01-16,44,20,8194911,409745,735,1,9,0.8163,116,0,4,1,8,0
CLI01716,Online,App móvil,Bogotá,Belleza,2023-07-08,2025-01-23,37,13,2302612,177124,566,2,7,0.689,148,1,3,0,9,0
CLI01717,Premium,Teléfono,Cúcuta,Deportes,2023-01-12,2024-12-16,75,16,5390804,336925,705,1,6,0.6809,125,0,4,0,8,0
CLI01718,Ocasional,Tienda física,Barranquilla,Hogar,2023-01-23,2025-01-05,55,4,538629,134657,714,1,1,0.1681,628,0,1,1,5,0
CLI01719,Online,App móvil,Pereira,Tecnología,2023-01-26,2024-09-13,169,11,1636687,148789,597,0,5,0.5528,105,0,1,1,1,1
CLI01720,Regular,App móvil,Barranquilla,Calzado,2023-03-04,2024-04-29,306,12,2232746,186062,423,0,2,0.8511,140,1,2,0,8,1
CLI01721,Regular,App móvil,Cúcuta,Libros,2023-03-06,2025-01-07,53,12,1919279,159939,674,1,5,0.5341,113,1,4,0,7,0
CLI01722,Regular,E-commerce,Cali,Deportes,2023-01-23,2024-12-02,89,7,810970,115852,680,1,2,0.3088,231,0,1,0,5,0
CLI01723,Regular,Teléfono,Cúcuta,Belleza,2023-08-25,2025-02-01,28,9,1565378,173930,527,1,4,0.5123,157,1,4,0,8,0
CLI01724,Premium,App móvil,Ibagué,Hogar,2023-04-12,2024-12-27,64,11,3460182,314562,626,1,5,0.5272,224,1,1,1,9,0
CLI01725,Ocasional,App móvil,Ibagué,Belleza,2023-10-18,2025-02-18,11,3,276069,92023,490,1,2,0.1837,352,1,3,0,8,0
CLI01726,Premium,App móvil,Medellín,Libros,2023-01-20,2024-12-22,69,13,4610487,354652,703,1,4,0.5548,123,0,1,0,9,0
CLI01727,Regular,App móvil,Bucaramanga,Calzado,2023-04-19,2025-01-05,55,9,1882624,209180,628,1,4,0.4299,229,0,4,1,9,0
CLI01728,Online,Tienda física,Medellín,Libros,2023-01-01,2024-07-25,219,11,1672032,152002,572,0,4,0.5769,148,0,4,0,2,1
CLI01729,Corporativo,Tienda física,Montería,Tecnología,2023-02-14,2025-01-24,36,25,20151793,806071,711,2,10,1.0549,78,0,2,0,9,0
CLI01730,Ocasional,Teléfono,Bucaramanga,Belleza,2023-08-04,2024-03-16,350,5,585723,117144,226,0,1,0.6637,94,1,3,1,3,1
CLI01731,Regular,App móvil,Bucaramanga,Belleza,2023-03-05,2024-10-13,139,9,1733940,192660,589,0,3,0.4584,116,0,4,1,5,1
CLI01732,Ocasional,E-commerce,Cúcuta,Libros,2023-01-09,2024-06-15,259,5,460544,92108,524,0,2,0.2863,197,0,4,1,5,1
CLI01733,Regular,E-commerce,Bogotá,Belleza,2023-04-20,2024-08-02,211,8,1391985,173998,471,0,3,0.5096,140,1,3,0,5,1
CLI01734,Regular,Teléfono,Pereira,Belleza,2023-06-07,2025-02-17,12,8,1108743,138592,622,1,4,0.3859,195,1,3,0,1,0
CLI01735,Regular,Teléfono,Pereira,Calzado,2023-01-14,2024-02-07,388,15,2827893,188526,390,0,0,1.1538,124,1,2,0,6,1
CLI01736,Online,E-commerce,Cúcuta,Libros,2023-03-05,2025-01-21,39,10,1653454,165345,689,1,6,0.4354,179,0,2,0,9,0
CLI01737,Regular,App móvil,Ibagué,Tecnología,2023-05-02,2024-12-06,85,8,2063911,257988,585,1,1,0.4103,358,1,3,1,9,0
CLI01738,Regular,App móvil,Barranquilla,Libros,2023-02-01,2025-01-26,34,4,730503,182625,726,1,1,0.1653,653,1,4,0,4,0
CLI01739,Regular,Teléfono,Bucaramanga,Belleza,2023-04-21,2025-01-07,53,8,1326278,165784,628,1,5,0.3822,305,1,1,1,8,0
CLI01740,Regular,App móvil,Barranquilla,Belleza,2023-02-21,2024-12-31,60,14,2917248,208374,680,1,8,0.6176,181,1,3,0,8,0
CLI01741,Corporativo,App móvil,Cartagena,Calzado,2023-01-20,2025-02-06,23,31,23429385,755786,749,1,12,1.2417,106,1,3,0,9,0
CLI01742,Ocasional,Teléfono,Bogotá,Ropa,2023-02-28,2024-12-28,63,5,444004,88800,670,1,1,0.2239,370,0,3,0,5,0
CLI01743,Corporativo,App móvil,Ibagué,Calzado,2023-01-07,2025-02-04,25,36,28393392,788705,760,2,14,1.4211,80,0,2,0,7,0
CLI01744,Premium,Tienda física,Bogotá,Libros,2023-02-14,2025-01-08,52,14,5171481,369391,695,3,7,0.6043,161,1,1,0,8,0
CLI01745,Regular,Tienda física,Bucaramanga,Belleza,2023-01-07,2024-06-12,262,8,1491496,186437,523,0,1,0.4589,148,1,3,0,7,1
CLI01746,Regular,E-commerce,Cartagena,Ropa,2023-04-16,2024-12-05,86,5,1265307,253061,600,1,1,0.25,434,0,4,0,8,0
CLI01747,Premium,Tienda física,Medellín,Calzado,2023-04-06,2024-12-04,87,20,6942548,347127,609,1,11,0.9852,77,1,4,0,7,0
CLI01748,Regular,Teléfono,Ibagué,Hogar,2023-02-08,2024-12-27,64,9,2169265,241029,689,1,2,0.3919,232,1,1,0,7,0
CLI01749,Corporativo,Teléfono,Bucaramanga,Deportes,2023-01-01,2024-11-09,112,30,23385240,779508,679,0,11,1.3255,80,1,2,0,9,1
CLI01750,Regular,E-commerce,Cartagena,Libros,2023-04-06,2025-02-07,22,14,2156325,154023,674,1,7,0.6231,114,0,3,1,10,0
CLI01751,Regular,E-commerce,Cali,Calzado,2023-02-03,2025-01-19,41,8,1550740,193842,717,1,2,0.3347,279,0,3,1,10,0
CLI01752,Regular,E-commerce,Cúcuta,Tecnología,2023-03-05,2025-02-14,15,11,1912415,173855,713,1,4,0.4628,136,0,2,1,9,0
CLI01753,Premium,App móvil,Bucaramanga,Belleza,2023-01-02,2024-12-08,83,15,5105419,340361,707,1,4,0.6365,131,1,1,0,7,0
CLI01754,Regular,Tienda física,Barranquilla,Tecnología,2023-06-19,2024-12-24,67,14,2704768,193197,555,1,10,0.7568,101,1,4,0,8,0
CLI01755,Online,Teléfono,Bucaramanga,Tecnología,2023-02-18,2024-12-29,62,6,1019396,169899,681,1,2,0.2643,384,0,2,0,8,0
CLI01756,Corporativo,Tienda física,Montería,Tecnología,2023-01-08,2024-12-13,78,20,15915676,795783,706,1,6,0.8499,99,1,2,1,10,0
CLI01757,Online,Teléfono,Montería,Libros,2023-01-17,2024-08-21,192,16,2218055,138628,583,0,4,0.8233,125,0,1,0,6,1
CLI01758,Regular,Tienda física,Ibagué,Hogar,2023-02-05,2024-03-20,346,8,1334427,166803,410,0,1,0.5854,158,0,1,0,7,1
CLI01759,Premium,Tienda física,Cúcuta,Belleza,2023-04-01,2025-01-12,48,31,10204725,329184,653,2,16,1.4242,82,1,3,0,8,0
CLI01760,Ocasional,E-commerce,Cartagena,Deportes,2023-06-04,2025-02-10,19,2,183987,91993,618,1,1,0.0971,617,1,2,1,10,0
CLI01761,Regular,App móvil,Medellín,Hogar,2023-09-07,2024-12-09,82,6,1276298,212716,460,1,3,0.3913,161,1,3,1,6,0
CLI01762,Corporativo,Tienda física,Barranquilla,Calzado,2023-02-21,2024-12-02,89,20,15894807,794740,651,1,10,0.9217,117,0,4,1,10,0
CLI01763,Premium,E-commerce,Cúcuta,Deportes,2023-03-15,2024-10-17,135,20,6168079,308403,583,0,8,1.0292,74,1,2,1,5,1
CLI01764,Regular,E-commerce,Montería,Calzado,2023-01-02,2025-02-14,15,12,2435241,202936,775,2,3,0.4645,224,0,4,0,9,0
CLI01765,Regular,Teléfono,Pereira,Calzado,2023-04-17,2025-01-30,30,9,1821131,202347,655,1,7,0.4122,213,0,4,0,7,0
CLI01766,Regular,Teléfono,Barranquilla,Libros,2023-01-30,2025-01-16,44,10,1632024,163202,718,2,6,0.4178,236,1,1,0,8,0
CLI01767,Ocasional,App móvil,Pereira,Hogar,2023-02-01,2024-04-19,316,6,419689,69948,444,0,1,0.4054,130,0,1,1,4,1
CLI01768,Regular,Teléfono,Cali,Deportes,2023-01-28,2024-12-17,74,10,1822577,182257,690,1,1,0.4348,314,1,4,1,8,0
